source_path,title,domain_or_collection,document_type,current_classification,proposed_disposition,proposed_archive_path,reason,superseded_by,canonical_replacement,historical_value,referenced_by_canonical_docs,incoming_repo_links_count,link_break_risk,special_handling,confidence
docs/architecture/STOREFRONT_BUILDER_V2_DATA_LIFECYCLE.md,STOREFRONT_BUILDER_V2_DATA_LIFECYCLE.md,storefront_presentation,SUPPORTING,SUPPORTING,KEEP_CANONICAL_SUPPORT,,SUPPORTING doc supporting current architecture; retain as canonical support,,,SUPPORTS_CURRENT,0,0,NONE,,MEDIUM
docs/architecture/STOREFRONT_BUILDER_V2_EXISTING_CAPABILITY_AUDIT.md,STOREFRONT_BUILDER_V2_EXISTING_CAPABILITY_AUDIT.md,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,KEEP_HISTORICAL_REFERENCE,,Historical/evidence doc (QA_EVIDENCE) not in a Phase-4 archive group; retain as historical reference (conservative default),,,MEDIUM,0,0,NONE,,MEDIUM
docs/architecture/STOREFRONT_BUILDER_V2_IMPLEMENTATION_PLAN.md,STOREFRONT_BUILDER_V2_IMPLEMENTATION_PLAN.md,storefront_presentation,PLAN_ONLY,PLAN_ONLY,DEFER_REVIEW,,Plan-only doc outside superpowers tree; completion unverified; defer to human review,,,MEDIUM,0,0,NONE,PLAN_COMPLETION_UNVERIFIED,LOW
docs/architecture/STOREFRONT_BUILDER_V2_LEGACY_RETIREMENT_MAP.md,STOREFRONT_BUILDER_V2_LEGACY_RETIREMENT_MAP.md,storefront_presentation,SUPPORTING,SUPPORTING,KEEP_CANONICAL_SUPPORT,,PROTECTED: canonical source-of-truth doc referenced by the canonical pack,,,SUPPORTS_CURRENT,2,4,NONE,PROTECTED_CANONICAL_SOURCE,HIGH
docs/architecture/STOREFRONT_BUILDER_V2_LEGACY_VISUAL_PATTERN_EXTRACTION.md,STOREFRONT_BUILDER_V2_LEGACY_VISUAL_PATTERN_EXTRACTION.md,storefront_presentation,SUPPORTING,SUPPORTING,KEEP_CANONICAL_SUPPORT,,SUPPORTING doc supporting current architecture; retain as canonical support,,,SUPPORTS_CURRENT,0,0,NONE,,MEDIUM
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_0_5_REPORT.md,STOREFRONT_BUILDER_V2_PHASE_0_5_REPORT.md,storefront_presentation,HISTORICAL,HISTORICAL,ARCHIVE_CANDIDATE,docs/archive/architecture/STOREFRONT_BUILDER_V2_PHASE_0_5_REPORT.md,Phase-4 archive group A_architecture_history; historical/superseded report/audit/reference with no canonical dependency,,,HIGH,0,0,LOW,A_architecture_history,MEDIUM
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_1A_REPORT.md,STOREFRONT_BUILDER_V2_PHASE_1A_REPORT.md,storefront_presentation,HISTORICAL,HISTORICAL,KEEP_HISTORICAL_REFERENCE,,Archive-group A_architecture_history BUT referenced by 1 code/template/script reference(s); HIGH-RISK -> keep as historical reference (code paths must not be auto-changed),,,HIGH,0,1,NONE,CODE_REFERENCE_DO_NOT_CHANGE_AUTOMATICALLY,MEDIUM
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_1B_AUDIT.md,STOREFRONT_BUILDER_V2_PHASE_1B_AUDIT.md,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/architecture/STOREFRONT_BUILDER_V2_PHASE_1B_AUDIT.md,Phase-4 archive group A_architecture_history; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,A_architecture_history,MEDIUM
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_1B_REPORT.md,STOREFRONT_BUILDER_V2_PHASE_1B_REPORT.md,storefront_presentation,HISTORICAL,HISTORICAL,ARCHIVE_CANDIDATE,docs/archive/architecture/STOREFRONT_BUILDER_V2_PHASE_1B_REPORT.md,Phase-4 archive group A_architecture_history; historical/superseded report/audit/reference with no canonical dependency,,,HIGH,0,0,LOW,A_architecture_history,MEDIUM
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_2_AUDIT.md,STOREFRONT_BUILDER_V2_PHASE_2_AUDIT.md,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/architecture/STOREFRONT_BUILDER_V2_PHASE_2_AUDIT.md,Phase-4 archive group A_architecture_history; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,A_architecture_history,MEDIUM
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_2_REPORT.md,STOREFRONT_BUILDER_V2_PHASE_2_REPORT.md,storefront_presentation,HISTORICAL,HISTORICAL,ARCHIVE_CANDIDATE,docs/archive/architecture/STOREFRONT_BUILDER_V2_PHASE_2_REPORT.md,Phase-4 archive group A_architecture_history; historical/superseded report/audit/reference with no canonical dependency,,,HIGH,0,0,LOW,A_architecture_history,MEDIUM
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_3_AUDIT.md,STOREFRONT_BUILDER_V2_PHASE_3_AUDIT.md,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/architecture/STOREFRONT_BUILDER_V2_PHASE_3_AUDIT.md,Phase-4 archive group A_architecture_history; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,A_architecture_history,MEDIUM
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_3_REPORT.md,STOREFRONT_BUILDER_V2_PHASE_3_REPORT.md,storefront_presentation,HISTORICAL,HISTORICAL,ARCHIVE_CANDIDATE,docs/archive/architecture/STOREFRONT_BUILDER_V2_PHASE_3_REPORT.md,Phase-4 archive group A_architecture_history; historical/superseded report/audit/reference with no canonical dependency,,,HIGH,0,0,LOW,A_architecture_history,MEDIUM
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_4_AUDIT.md,STOREFRONT_BUILDER_V2_PHASE_4_AUDIT.md,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/architecture/STOREFRONT_BUILDER_V2_PHASE_4_AUDIT.md,Phase-4 archive group A_architecture_history; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,A_architecture_history,MEDIUM
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_4_REPORT.md,STOREFRONT_BUILDER_V2_PHASE_4_REPORT.md,storefront_presentation,HISTORICAL,HISTORICAL,ARCHIVE_CANDIDATE,docs/archive/architecture/STOREFRONT_BUILDER_V2_PHASE_4_REPORT.md,Phase-4 archive group A_architecture_history; historical/superseded report/audit/reference with no canonical dependency,,,HIGH,0,0,LOW,A_architecture_history,MEDIUM
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_5_AUDIT.md,STOREFRONT_BUILDER_V2_PHASE_5_AUDIT.md,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/architecture/STOREFRONT_BUILDER_V2_PHASE_5_AUDIT.md,Phase-4 archive group A_architecture_history; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,A_architecture_history,MEDIUM
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_5_REPORT.md,STOREFRONT_BUILDER_V2_PHASE_5_REPORT.md,storefront_presentation,HISTORICAL,HISTORICAL,ARCHIVE_CANDIDATE,docs/archive/architecture/STOREFRONT_BUILDER_V2_PHASE_5_REPORT.md,Phase-4 archive group A_architecture_history; historical/superseded report/audit/reference with no canonical dependency,,,HIGH,0,0,LOW,A_architecture_history,MEDIUM
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_6_AUDIT.md,STOREFRONT_BUILDER_V2_PHASE_6_AUDIT.md,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/architecture/STOREFRONT_BUILDER_V2_PHASE_6_AUDIT.md,Phase-4 archive group A_architecture_history; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,A_architecture_history,MEDIUM
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_6_REPORT.md,STOREFRONT_BUILDER_V2_PHASE_6_REPORT.md,storefront_presentation,HISTORICAL,HISTORICAL,ARCHIVE_CANDIDATE,docs/archive/architecture/STOREFRONT_BUILDER_V2_PHASE_6_REPORT.md,Phase-4 archive group A_architecture_history; historical/superseded report/audit/reference with no canonical dependency,,,HIGH,0,0,LOW,A_architecture_history,MEDIUM
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_7_AUDIT.md,STOREFRONT_BUILDER_V2_PHASE_7_AUDIT.md,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/architecture/STOREFRONT_BUILDER_V2_PHASE_7_AUDIT.md,Phase-4 archive group A_architecture_history; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,A_architecture_history,MEDIUM
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_7_REPORT.md,STOREFRONT_BUILDER_V2_PHASE_7_REPORT.md,storefront_presentation,HISTORICAL,HISTORICAL,KEEP_HISTORICAL_REFERENCE,,Archive-group A_architecture_history BUT referenced by 1 code/template/script reference(s); HIGH-RISK -> keep as historical reference (code paths must not be auto-changed),,,HIGH,0,1,NONE,CODE_REFERENCE_DO_NOT_CHANGE_AUTOMATICALLY,MEDIUM
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_8_DESIGN_FREEDOM_PROOF.md,STOREFRONT_BUILDER_V2_PHASE_8_DESIGN_FREEDOM_PROOF.md,storefront_presentation,SUPPORTING,SUPPORTING,ARCHIVE_CANDIDATE,docs/archive/architecture/STOREFRONT_BUILDER_V2_PHASE_8_DESIGN_FREEDOM_PROOF.md,Phase-4 archive group A_architecture_history; historical/superseded report/audit/reference with no canonical dependency,,,LOW,0,0,LOW,A_architecture_history,MEDIUM
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_8_FIDELITY_AUDIT.md,STOREFRONT_BUILDER_V2_PHASE_8_FIDELITY_AUDIT.md,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/architecture/STOREFRONT_BUILDER_V2_PHASE_8_FIDELITY_AUDIT.md,Phase-4 archive group A_architecture_history; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,A_architecture_history,MEDIUM
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_8_GAP_MATRIX.md,STOREFRONT_BUILDER_V2_PHASE_8_GAP_MATRIX.md,storefront_presentation,SUPPORTING,SUPPORTING,ARCHIVE_CANDIDATE,docs/archive/architecture/STOREFRONT_BUILDER_V2_PHASE_8_GAP_MATRIX.md,Phase-4 archive group A_architecture_history; historical/superseded report/audit/reference with no canonical dependency,,,LOW,0,0,LOW,A_architecture_history,MEDIUM
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_8_IMPLEMENTATION_PLAN.md,STOREFRONT_BUILDER_V2_PHASE_8_IMPLEMENTATION_PLAN.md,storefront_presentation,PLAN_ONLY,PLAN_ONLY,ARCHIVE_CANDIDATE,docs/archive/architecture/STOREFRONT_BUILDER_V2_PHASE_8_IMPLEMENTATION_PLAN.md,Phase-4 archive group A_architecture_history; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,A_architecture_history,MEDIUM
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_8_REPORT.md,STOREFRONT_BUILDER_V2_PHASE_8_REPORT.md,storefront_presentation,HISTORICAL,HISTORICAL,ARCHIVE_CANDIDATE,docs/archive/architecture/STOREFRONT_BUILDER_V2_PHASE_8_REPORT.md,Phase-4 archive group A_architecture_history; historical/superseded report/audit/reference with no canonical dependency,,,HIGH,0,0,LOW,A_architecture_history,MEDIUM
docs/architecture/STOREFRONT_BUILDER_V2_REUSE_MATRIX.md,STOREFRONT_BUILDER_V2_REUSE_MATRIX.md,storefront_presentation,SUPPORTING,SUPPORTING,KEEP_CANONICAL_SUPPORT,,SUPPORTING doc supporting current architecture; retain as canonical support,,,SUPPORTS_CURRENT,0,1,NONE,,MEDIUM
docs/architecture/STOREFRONT_BUILDER_V2_ROUTE_RENDERER_MAP.md,STOREFRONT_BUILDER_V2_ROUTE_RENDERER_MAP.md,storefront_presentation,SUPPORTING,SUPPORTING,KEEP_CANONICAL_SUPPORT,,SUPPORTING doc supporting current architecture; retain as canonical support,,,SUPPORTS_CURRENT,0,0,NONE,,MEDIUM
docs/architecture/UNIVERSAL_STOREFRONT_BUILDER_V2_SPEC.md,UNIVERSAL_STOREFRONT_BUILDER_V2_SPEC.md,storefront_presentation,DESIGN_INTENT,DESIGN_INTENT,KEEP_CANONICAL_SUPPORT,,PROTECTED: canonical source-of-truth doc referenced by the canonical pack,,,SUPPORTS_CURRENT,2,2,NONE,PROTECTED_CANONICAL_SOURCE,HIGH
docs/architecture/UNIVERSAL_STOREFRONT_PHASE1_ARCHITECTURE.md,UNIVERSAL_STOREFRONT_PHASE1_ARCHITECTURE.md,storefront_presentation,SUPPORTING,SUPPORTING,KEEP_CANONICAL_SUPPORT,,SUPPORTING doc supporting current architecture; retain as canonical support,,,SUPPORTS_CURRENT,0,0,NONE,,MEDIUM
docs/architecture/UNIVERSAL_STOREFRONT_PHASE2_RENDERER.md,UNIVERSAL_STOREFRONT_PHASE2_RENDERER.md,storefront_presentation,SUPPORTING,SUPPORTING,KEEP_CANONICAL_SUPPORT,,SUPPORTING doc supporting current architecture; retain as canonical support,,,SUPPORTS_CURRENT,0,0,NONE,,MEDIUM
docs/architecture/UNIVERSAL_STOREFRONT_U1A_TEMPLATE_REGISTRY_DECISION.md,UNIVERSAL_STOREFRONT_U1A_TEMPLATE_REGISTRY_DECISION.md,storefront_presentation,SUPPORTING,SUPPORTING,KEEP_CANONICAL_SUPPORT,,SUPPORTING doc supporting current architecture; retain as canonical support,,,SUPPORTS_CURRENT,0,1,NONE,,MEDIUM
docs/audits/2026-09-03-storefront-unified-architecture-gap-audit.md,2026-09-03-storefront-unified-architecture-gap-audit.md,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/audits/2026-09-03-storefront-unified-architecture-gap-audit.md,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/audits/universal_storefront_engine_u3_u11_execution.md,universal_storefront_engine_u3_u11_execution.md,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/audits/universal_storefront_engine_u3_u11_execution.md,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/docs/product/00_PROJECT_MASTER_REFERENCE.md,00_PROJECT_MASTER_REFERENCE.md,platform_wide,CURRENT_CANDIDATE,CURRENT_CANDIDATE,KEEP_CANONICAL_SUPPORT,,PROTECTED: canonical source-of-truth doc referenced by the canonical pack,,,SUPPORTS_CURRENT,0,5,NONE,PROTECTED_CANONICAL_SOURCE,HIGH
docs/docs/product/architecture/PAYMENT_ARCHITECTURE.md,PAYMENT_ARCHITECTURE.md,orders_payments,CURRENT_CANDIDATE,CURRENT_CANDIDATE,KEEP_CANONICAL_SUPPORT,,PROTECTED: canonical source-of-truth doc referenced by the canonical pack,,,SUPPORTS_CURRENT,2,2,NONE,PROTECTED_CANONICAL_SOURCE,HIGH
docs/docs/product/architecture/SAAS_ARCHITECTURE.md,SAAS_ARCHITECTURE.md,saas_billing_subscriptions,CURRENT_CANDIDATE,CURRENT_CANDIDATE,KEEP_CANONICAL_SUPPORT,,PROTECTED: canonical source-of-truth doc referenced by the canonical pack,,,SUPPORTS_CURRENT,1,4,NONE,PROTECTED_CANONICAL_SOURCE,HIGH
docs/docs/product/architecture/SAAS_DOMAIN_DECISIONS.md,SAAS_DOMAIN_DECISIONS.md,saas_billing_subscriptions,CURRENT_CANDIDATE,CURRENT_CANDIDATE,KEEP_CANONICAL_SUPPORT,,PROTECTED: canonical source-of-truth doc referenced by the canonical pack,,,SUPPORTS_CURRENT,2,8,NONE,PROTECTED_CANONICAL_SOURCE,HIGH
docs/docs/product/architecture/SAAS_MIGRATION_PLAN.md,SAAS_MIGRATION_PLAN.md,saas_billing_subscriptions,CURRENT_CANDIDATE,CURRENT_CANDIDATE,KEEP_CANONICAL_SUPPORT,,PROTECTED: canonical source-of-truth doc referenced by the canonical pack,,,SUPPORTS_CURRENT,0,1,NONE,PROTECTED_CANONICAL_SOURCE,HIGH
docs/docs/product/deployment/PRODUCTION_CONFIGURATION.md,PRODUCTION_CONFIGURATION.md,cross_cutting,SUPPORTING,SUPPORTING,KEEP_CANONICAL_SUPPORT,,PROTECTED: canonical source-of-truth doc referenced by the canonical pack,,,SUPPORTS_CURRENT,1,2,NONE,PROTECTED_CANONICAL_SOURCE,HIGH
docs/docs/product/Final Result At Last/novinshop-video-rich-products/README-X22.txt,README-X22.txt,cross_cutting,EVIDENCE_ONLY,EVIDENCE_ONLY,ARCHIVE_CANDIDATE,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/README-X22.txt,Phase-4 archive group D_reference_material; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,D_reference_material,MEDIUM
docs/docs/product/Final Result At Last/novinshop-video-rich-products/README-X23.txt,README-X23.txt,cross_cutting,EVIDENCE_ONLY,EVIDENCE_ONLY,ARCHIVE_CANDIDATE,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/README-X23.txt,Phase-4 archive group D_reference_material; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,D_reference_material,MEDIUM
docs/docs/product/Final Result At Last/novinshop-video-rich-products/README-X24.txt,README-X24.txt,cross_cutting,EVIDENCE_ONLY,EVIDENCE_ONLY,ARCHIVE_CANDIDATE,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/README-X24.txt,Phase-4 archive group D_reference_material; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,D_reference_material,MEDIUM
docs/docs/product/Final Result At Last/novinshop-video-rich-products/README-X25.txt,README-X25.txt,cross_cutting,EVIDENCE_ONLY,EVIDENCE_ONLY,ARCHIVE_CANDIDATE,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/README-X25.txt,Phase-4 archive group D_reference_material; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,D_reference_material,MEDIUM
docs/docs/product/Final Result At Last/Rastisi_Product_and_Technical_Blueprint_Volume_1.md,Rastisi_Product_and_Technical_Blueprint_Volume_1.md,cross_cutting,EVIDENCE_ONLY,EVIDENCE_ONLY,ARCHIVE_CANDIDATE,docs/archive/docs/product/Final Result At Last/Rastisi_Product_and_Technical_Blueprint_Volume_1.md,Phase-4 archive group D_reference_material; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,D_reference_material,MEDIUM
docs/docs/product/reports/ADMIN_PANEL_COMPLETION_REPORT.md,ADMIN_PANEL_COMPLETION_REPORT.md,dashboard_merchant_admin,HISTORICAL,HISTORICAL,KEEP_HISTORICAL_REFERENCE,,Archive-group B_implementation_reports BUT referenced by 2 canonical/domain AKS doc(s); keep as historical reference to avoid breaking canonical links,,,HIGH,2,2,NONE,REFERENCED_BY_CANONICAL,MEDIUM
docs/docs/product/reports/PHASE_1B_ADMIN_FOUNDATION_REPORT.md,PHASE_1B_ADMIN_FOUNDATION_REPORT.md,dashboard_merchant_admin,HISTORICAL,HISTORICAL,ARCHIVE_CANDIDATE,docs/archive/docs/product/reports/PHASE_1B_ADMIN_FOUNDATION_REPORT.md,Phase-4 archive group B_implementation_reports; historical/superseded report/audit/reference with no canonical dependency,,,HIGH,0,0,LOW,B_implementation_reports,MEDIUM
docs/docs/product/reports/PHASE_1C_PRODUCT_MANAGEMENT_REPORT.md,PHASE_1C_PRODUCT_MANAGEMENT_REPORT.md,cross_cutting,HISTORICAL,HISTORICAL,KEEP_HISTORICAL_REFERENCE,,Archive-group B_implementation_reports BUT referenced by 1 canonical/domain AKS doc(s); keep as historical reference to avoid breaking canonical links,,,HIGH,1,1,NONE,REFERENCED_BY_CANONICAL,MEDIUM
docs/docs/product/reports/PHASE_1D_ATTRIBUTE_VARIANT_ENGINE_REPORT.md,PHASE_1D_ATTRIBUTE_VARIANT_ENGINE_REPORT.md,cross_cutting,HISTORICAL,HISTORICAL,ARCHIVE_CANDIDATE,docs/archive/docs/product/reports/PHASE_1D_ATTRIBUTE_VARIANT_ENGINE_REPORT.md,Phase-4 archive group B_implementation_reports; historical/superseded report/audit/reference with no canonical dependency,,,HIGH,0,0,LOW,B_implementation_reports,MEDIUM
docs/docs/product/reports/PHASE_1E_INDUSTRY_ATTRIBUTE_TEMPLATES_REPORT.md,PHASE_1E_INDUSTRY_ATTRIBUTE_TEMPLATES_REPORT.md,storefront_presentation,HISTORICAL,HISTORICAL,ARCHIVE_CANDIDATE,docs/archive/docs/product/reports/PHASE_1E_INDUSTRY_ATTRIBUTE_TEMPLATES_REPORT.md,Phase-4 archive group B_implementation_reports; historical/superseded report/audit/reference with no canonical dependency,,,HIGH,0,0,LOW,B_implementation_reports,MEDIUM
docs/docs/product/reports/PHASE_1F_TEMPLATE_QUALITY_UPDATES_REPORT.md,PHASE_1F_TEMPLATE_QUALITY_UPDATES_REPORT.md,storefront_presentation,HISTORICAL,HISTORICAL,ARCHIVE_CANDIDATE,docs/archive/docs/product/reports/PHASE_1F_TEMPLATE_QUALITY_UPDATES_REPORT.md,Phase-4 archive group B_implementation_reports; historical/superseded report/audit/reference with no canonical dependency,,,HIGH,0,0,LOW,B_implementation_reports,MEDIUM
docs/docs/product/reports/PHASE_1_MERCHANT_ADMIN_IMPLEMENTATION_REPORT.md,PHASE_1_MERCHANT_ADMIN_IMPLEMENTATION_REPORT.md,dashboard_merchant_admin,HISTORICAL,HISTORICAL,KEEP_HISTORICAL_REFERENCE,,Historical/evidence doc (HISTORICAL) not in a Phase-4 archive group; retain as historical reference (conservative default),,,HIGH,0,0,NONE,,MEDIUM
docs/docs/product/reports/PROTOTYPE_IMPLEMENTATION_GAP_AUDIT.md,PROTOTYPE_IMPLEMENTATION_GAP_AUDIT.md,cross_cutting,HISTORICAL,HISTORICAL,ARCHIVE_CANDIDATE,docs/archive/docs/product/reports/PROTOTYPE_IMPLEMENTATION_GAP_AUDIT.md,Phase-4 archive group B_implementation_reports; historical/superseded report/audit/reference with no canonical dependency,,,HIGH,0,0,LOW,B_implementation_reports,MEDIUM
docs/docs/product/reports/PROTOTYPE_SCREEN_COVERAGE_MATRIX.md,PROTOTYPE_SCREEN_COVERAGE_MATRIX.md,cross_cutting,HISTORICAL,HISTORICAL,ARCHIVE_CANDIDATE,docs/archive/docs/product/reports/PROTOTYPE_SCREEN_COVERAGE_MATRIX.md,Phase-4 archive group B_implementation_reports; historical/superseded report/audit/reference with no canonical dependency,,,HIGH,0,0,LOW,B_implementation_reports,MEDIUM
docs/docs/product/reports/STOREFRONT_AUDIT_REPORT.md,STOREFRONT_AUDIT_REPORT.md,storefront_presentation,HISTORICAL,HISTORICAL,KEEP_HISTORICAL_REFERENCE,,Historical/evidence doc (HISTORICAL) not in a Phase-4 archive group; retain as historical reference (conservative default),,,HIGH,0,0,NONE,,MEDIUM
